# 1D z+ on bottom wall (n-projection), 2nd-order FD pipeline
# generated by 12.phase3_compute_zplus_spanavg_2nd.py
# source tau   : 25.Re5600_j257_bottomtauwall_spanavg_2nd.dat
# Re           = 5600
# z_plus(j) = Re * u_tau_local(j) * d_n(j)
TITLE     = "1D z+ on bottom wall (n-projection)"
VARIABLES = "j" "y" "z" "tau_local" "u_tau_local" "dy_step" "dz_step" "n_y" "n_z" "d_n_proj" "z_plus_proj"
ZONE T="bottom_zplus_1d_n-projection", I=257, F=POINT
DT=(SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE)
 117 3.935968622000000e+00 0.000000000000000e+00 8.843805471118993e-04 2.973853639828126e-02 -1.660399999980910e-05 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 2.204046916479310e+00
 118 3.985426164000000e+00 0.000000000000000e+00 7.917627104346233e-04 2.813827838434014e-02 -1.485000000034375e-05 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 2.085445123372838e+00
 119 4.035206560000000e+00 0.000000000000000e+00 7.208833678195609e-04 2.684927127166696e-02 -2.720999999539231e-06 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 1.989911432206671e+00
 120 4.085387716000000e+00 0.000000000000000e+00 6.573664538818114e-04 2.563915860323446e-02 -3.634999999668764e-06 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 1.900224937224848e+00
 121 4.135962473000000e+00 0.000000000000000e+00 5.897252015417668e-04 2.428425830742555e-02 -1.701100000062183e-05 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 1.799807627538850e+00
 122 4.186867961000000e+00 0.000000000000000e+00 5.236074113473003e-04 2.288246952029654e-02 -1.922199999970786e-05 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 1.695915216276623e+00
 123 4.238106103000000e+00 0.000000000000000e+00 4.712136517561396e-04 2.170745613277013e-02 -1.058299999989742e-05 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 1.608830075336426e+00
 124 4.289717416000000e+00 0.000000000000000e+00 4.360859232601464e-04 2.088267040538988e-02 -1.847000000054777e-06 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 1.547701766436407e+00
 125 4.341775707000000e+00 0.000000000000000e+00 4.073030236711154e-04 2.018174976732977e-02 -1.690700000001044e-05 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 1.495753615716308e+00
 126 4.394175077000000e+00 0.000000000000000e+00 3.748958936059119e-04 1.936222852891454e-02 -2.044299999948151e-05 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 1.435015480041856e+00
 127 4.446916846000000e+00 0.000000000000000e+00 3.292344102059535e-04 1.814481772313940e-02 -8.924999999493366e-06 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 1.344788089674644e+00
 128 4.500002127000000e+00 0.000000000000000e+00 2.780152834041149e-04 1.667379031306664e-02 -1.399699999993231e-05 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 1.235764115400819e+00
 129 4.553084350000000e+00 0.000000000000000e+00 2.282243794882830e-04 1.510709699076176e-02 -1.646099999952355e-05 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 1.119649941527274e+00
 130 4.605825048000000e+00 0.000000000000000e+00 1.927956599564111e-04 1.388508768270518e-02 -3.446000000018046e-06 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 1.029081736984202e+00
 131 4.658224372000000e+00 0.000000000000000e+00 1.672876120306381e-04 1.293397123974837e-02 -7.161000000088791e-06 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 9.585905320628706e-01
 132 4.710282849000000e+00 0.000000000000000e+00 1.468088935240658e-04 1.211647199163460e-02 -2.266100000003490e-05 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 8.980022545196138e-01
 133 4.761894162000000e+00 0.000000000000000e+00 1.190488201824115e-04 1.091094955457184e-02 -1.381499999997260e-05 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 8.086559607219014e-01
 134 4.813132303000000e+00 0.000000000000000e+00 8.157057257674305e-05 9.031642850375731e-03 -5.224999999775548e-06 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 6.693727057886921e-01
 135 4.864039035000000e+00 0.000000000000000e+00 3.161490437323542e-05 5.622713257248267e-03 -7.375000000031662e-06 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 4.167227213509276e-01
 136 4.914615609000000e+00 0.000000000000000e+00 2.484715908563299e-05 4.984692476535838e-03 -2.107900000059004e-05 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 3.694363412969239e-01
 137 4.964794319000000e+00 0.000000000000000e+00 8.306764749401725e-05 9.114145461534901e-03 -2.188599999985996e-05 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 6.754873182663045e-01
 138 5.014574189000000e+00 0.000000000000000e+00 1.334425168080291e-04 1.155173219945949e-02 -9.499999999995623e-06 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 8.561470340445176e-01
 139 5.064031643000000e+00 0.000000000000000e+00 1.713188572657234e-04 1.308888296478058e-02 -7.617999999709468e-06 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 9.700716858530573e-01
 140 5.113167389000000e+00 0.000000000000000e+00 1.938715292158049e-04 1.392377568103583e-02 -1.612899999958728e-05 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 1.031949065836014e+00
 141 5.161954238000000e+00 0.000000000000000e+00 2.051056771387390e-04 1.432151099356276e-02 -2.981799999979273e-05 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 1.061426888059994e+00
 142 5.210317267000000e+00 0.000000000000000e+00 2.129247207209313e-04 1.459194026580877e-02 -1.375699999961455e-05 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 1.081469528882560e+00
 143 5.258365495000000e+00 0.000000000000000e+00 2.315125862256097e-04 1.521553765811809e-02 -1.004199999954380e-05 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 1.127686931488942e+00
 144 5.306101563000000e+00 0.000000000000000e+00 2.698369004534334e-04 1.642671301427749e-02 -1.407500000016881e-05 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 1.217452186688694e+00
 145 5.353528660000000e+00 0.000000000000000e+00 3.014035819748541e-04 1.736097871592653e-02 -3.197500000062803e-05 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 1.286694512918675e+00
 146 5.400521489000000e+00 0.000000000000000e+00 2.690424079187481e-04 1.640251224412737e-02 -1.820299999977237e-05 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 1.215658566716566e+00
 147 5.447202036000000e+00 0.000000000000000e+00 1.609851167380883e-04 1.268799104421532e-02 -1.370699999991842e-05 1.323467306000000e-02 4.438424484057486e-17 1.000000000000000e+00 1.323467306000000e-02 9.403599142470277e-01
 148 5.493580055000000e+00 0.000000000000000e+00 8.304940948748970e-05 9.113144873614689e-03 -1.541099999968765e-05 1.323467306000000e-02 -4.019815022833596e-16 1.000000000000000e+00 1.323467306000000e-02 6.754131605239505e-01
 149 5.539656455000000e+00 0.000000000000000e+00 5.080049281435521e-05 7.127446444159031e-03 -2.911400000016329e-05 1.323467306000000e-02 1.980230902146555e-15 1.000000000000000e+00 1.323467306000000e-02 5.282447712701842e-01
 150 5.585345028000000e+00 -1.239087737000000e-16 4.567207271216597e-05 6.758111623239585e-03 -2.251799999974935e-05 1.323467306000012e-02 4.084084332402341e-16 1.000000000000000e+00 1.323467306000012e-02 5.008718278847507e-01
 151 5.630696332000000e+00 0.000000000000000e+00 4.883293097549131e-05 6.988056308838053e-03 -1.549600000050333e-05 1.323467306000000e-02 -4.112025984379349e-15 1.000000000000000e+00 1.323467306000000e-02 5.179139872051153e-01
 152 5.675753601000000e+00 1.239087737000000e-16 5.460484068650281e-05 7.389508825795041e-03 -1.728900000053102e-05 1.323467305999988e-02 4.138032397985182e-16 1.000000000000000e+00 1.323467305999988e-02 5.476673069469333e-01
 153 5.720517810000000e+00 0.000000000000000e+00 5.935816232851091e-05 7.704424853842817e-03 -2.721099999991594e-05 1.323467306000000e-02 2.037276300884377e-15 1.000000000000000e+00 1.323467306000000e-02 5.710070467133087e-01
 154 5.764940425000000e+00 0.000000000000000e+00 5.338158585701206e-05 7.306270310973449e-03 -3.060299999990690e-05 1.323467306000000e-02 -4.201832180637279e-16 1.000000000000000e+00 1.323467306000000e-02 5.414981535808215e-01
 155 5.808998330000000e+00 0.000000000000000e+00 6.558258257606517e-05 8.098307389576242e-03 -1.725999999990790e-05 1.323467306000000e-02 4.703502756057449e-17 1.000000000000000e+00 1.323467306000000e-02 6.001993235863723e-01
 156 5.852771114000000e+00 0.000000000000000e+00 1.355150319874857e-04 1.164109238806590e-02 -1.744600000019858e-05 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 8.627698901769180e-01
 157 5.896260780000000e+00 0.000000000000000e+00 2.170288762803736e-04 1.473189995487254e-02 -2.564300000074127e-05 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 1.091842524950054e+00
 158 5.939452886000000e+00 0.000000000000000e+00 2.308954898373988e-04 1.519524563267731e-02 -3.846099999993413e-05 1.323467306000000e-02 -0.000000000000000e+00 1.000000000000000e+00 1.323467306000000e-02 1.126183004883311e+00
 159 5.982256902000000e+00 0.000000000000000e+00 1.541786812690511e-04 1.241687083242196e-02 -2.185399999987681e-05 1.323467306000000e-02 -4.841782884125951e-17 1.000000000000000e+00 1.323467306000000e-02 9.202660650139859e-01
 160 6.024783636000000e+00 0.000000000000000e+00 9.916981572072399e-05 9.958404275822707e-03 -1.810400000046286e-05 1.323467306000000e-02 5.846287592637247e-16 1.000000000000000e+00 1.323467306000000e-02 7.380588588229897e-01
 161 6.067035281000000e+00 0.000000000000000e+00 7.869370543875007e-05 8.870947268400939e-03 -2.260299999967685e-05 1.323467306000000e-02 -4.313933975228986e-15 1.000000000000000e+00 1.323467306000000e-02 6.574628862468044e-01
 162 6.109013801000000e+00 1.239087737000000e-16 7.433001088959930e-05 8.621485422454724e-03 -4.143899999942136e-05 1.323467305999988e-02 1.571427003858249e-14 1.000000000000000e+00 1.323467305999988e-02 6.389742288033619e-01
 163 6.150614393000000e+00 -3.717263214000000e-16 7.349149247847982e-05 8.572717916651628e-03 -2.775000000010408e-05 1.323467306000037e-02 -5.301731400675692e-14 1.000000000000000e+00 1.323467306000037e-02 6.353598656299542e-01
 164 6.191929703000000e+00 1.982540380000000e-15 7.562671412029767e-05 8.696362119892298e-03 -2.068999999949028e-05 1.323467305999802e-02 9.082063962304574e-14 1.000000000000000e+00 1.323467305999802e-02 6.445236530215047e-01
 165 6.232976970000000e+00 -4.832442175000000e-15 7.997109260833080e-05 8.942655791672338e-03 -2.403600000011608e-05 1.323467306000483e-02 5.732996531497726e-14 1.000000000000000e+00 1.323467306000483e-02 6.627775038692756e-01
 166 6.273757969000000e+00 4.708533403000000e-15 8.280995147469481e-05 9.099997333774049e-03 -3.890700000042102e-05 1.323467305999529e-02 -9.159328931240702e-13 1.000000000000000e+00 1.323467305999533e-02 6.744387415322408e-01
 167 6.314207500000000e+00 1.759504587000000e-14 8.455029648768652e-05 9.195123516717245e-03 -3.517100000038909e-05 1.323467305998241e-02 3.248716787343415e-12 1.000000000000000e+00 1.323467305998229e-02 6.814889395434811e-01
 168 6.354346707000000e+00 -1.016051945000000e-13 8.442815069462697e-05 9.188479237318163e-03 -2.462200000064030e-05 1.323467306010160e-02 -6.440285142712059e-12 1.000000000000000e+00 1.323467306010176e-02 6.809965043024588e-01
 169 6.394225045000000e+00 2.904421656000000e-13 8.397655096778967e-05 9.163872051037688e-03 -2.620699999944520e-05 1.323467305970956e-02 1.593621139317464e-12 1.000000000000000e+00 1.323467305970952e-02 6.791727631163634e-01
 170 6.433844641000000e+00 -4.091467711000000e-13 8.379173696931584e-05 9.153782659060451e-03 -3.668200000017663e-05 1.323467306040915e-02 4.199603753217784e-11 1.000000000000000e+00 1.323467306040761e-02 6.784249962486845e-01
 171 6.473170420000000e+00 -5.496593203000000e-13 8.113757023626345e-05 9.007639548531204e-03 -4.210699999962486e-05 1.323467306054966e-02 -1.786240465616119e-10 1.000000000000000e+00 1.323467306055718e-02 6.675937210440701e-01
 172 6.512167277000000e+00 4.937764632000000e-12 7.788005621919973e-05 8.824967774400070e-03 -3.134699999929325e-05 1.323467305506223e-02 4.173184097582171e-10 1.000000000000000e+00 1.323467305504915e-02 6.540551540069663e-01
 173 6.550911412000000e+00 -1.630627071000000e-11 7.605063288173696e-05 8.720701398496393e-03 -3.001799999946542e-05 1.323467305630627e-02 -3.545425851621443e-10 1.000000000000000e+00 1.323467305631691e-02 6.463275382528465e-01
 174 6.589403891000000e+00 2.957603302000000e-11 7.137615019947933e-05 8.448440696334403e-03 -3.580399999947304e-05 1.323467306042397e-02 -1.729996595510235e-09 1.000000000000000e+00 1.323467306048591e-02 6.261491627265825e-01
 175 6.627638509000000e+00 6.132864757000000e-12 6.762754474110727e-05 8.223596825058197e-03 -5.360399999965182e-05 1.323467305386714e-02 9.449967632765534e-09 1.000000000000000e+00 1.323467305336058e-02 6.094850456928763e-01
 176 6.665525080000000e+00 -2.274724703000000e-10 6.388426843468660e-05 7.992763504238481e-03 -3.672800000042997e-05 1.323467305747247e-02 -2.561885424520089e-08 9.999999999999997e-01 1.323467305841339e-02 5.923770261461632e-01
 177 6.703165120000000e+00 8.813036312000000e-10 5.854246514676506e-05 7.651304800278516e-03 -3.421800000058539e-05 1.323467305869637e-02 3.369238246899620e-08 9.999999999999994e-01 1.323467305754348e-02 5.670700979736752e-01
 178 6.740560417000000e+00 -1.928989486000000e-09 5.386947150870108e-05 7.339582515967859e-03 -4.086800000013824e-05 1.323467306898948e-02 5.812771140761485e-08 9.999999999999983e-01 1.323467306661390e-02 5.439670602479125e-01
 179 6.777712946000000e+00 1.002937688000000e-09 4.793540664963940e-05 6.923540037411454e-03 -5.718199999993345e-05 1.323467305706231e-02 -4.791423486608558e-07 9.999999999998852e-01 1.323467308445911e-02 5.131324183009045e-01
 180 6.814542261000000e+00 9.725557770000001e-09 4.075488276032176e-05 6.383955103250787e-03 -4.638899999953594e-05 1.323467301444223e-02 1.505317305014536e-06 9.999999999988669e-01 1.323467294459707e-02 4.731415241532871e-01
 181 6.851109433000000e+00 -4.591998489000000e-08 3.565173837002504e-05 5.970907667183025e-03 -4.131100000037691e-05 1.323467325998489e-02 -2.573553657842966e-06 9.999999999966884e-01 1.323467336625714e-02 4.425288709813872e-01
 182 6.887440505000000e+00 1.176104640000000e-07 2.993041566161237e-05 5.470869735390559e-03 -4.565299999992334e-05 1.323467254953600e-02 -9.714118216063734e-07 9.999999999995282e-01 1.323467259387762e-02 4.054689506092284e-01
 183 6.923537656000000e+00 -1.253775373000000e-07 2.528831702727193e-05 5.028749051928514e-03 -5.946399999956498e-05 1.323467360753730e-02 2.305699839765570e-05 9.999999997341874e-01 1.323467223295800e-02 3.727015344868043e-01
 184 6.959344239000000e+00 -3.663721694000000e-07 2.169117395818286e-05 4.657378442663089e-03 -6.304999999962035e-05 1.323467465216940e-02 -8.645213462483437e-05 9.999999962630143e-01 1.323468005351870e-02 3.451779160300865e-01
 185 6.994869819000000e+00 2.302794268000000e-06 1.319527526574334e-05 3.632530146570478e-03 -6.720000000015602e-05 1.323466301573200e-02 -3.453377214234276e-05 9.999999994037093e-01 1.323466532850978e-02 2.692217963992640e-01
 186 7.030165188000000e+00 -6.816890835000000e-06 6.138641650887536e-08 2.477628230967579e-04 -1.153750000000286e-04 1.323470278083500e-02 7.410024596386313e-04 9.999997254576397e-01 1.323461365418968e-02 1.836265335271883e-02
 187 7.065235768000000e+00 1.324463408000000e-05 1.366921606704369e-05 3.697190293593730e-03 -2.757749999995340e-04 1.323461531592000e-02 -3.288571848524067e-03 9.999945926329789e-01 1.323545065739913e-02 2.740302863304990e-01
 188 7.100049616000000e+00 4.840800700000000e-04 2.659905473263973e-05 5.157427142736941e-03 -5.905539999995213e-04 1.323256263000000e-02 -3.045823602278316e-02 9.995360402998885e-01 1.324441048732666e-02 3.825196599665747e-01
 189 7.134579231000000e+00 2.303133971000000e-03 3.187172927452406e-05 5.645505227570342e-03 -1.028585000000248e-03 1.322463217900000e-02 -7.345096059988639e-02 9.972988300338840e-01 1.326446075605381e-02 4.193536622195391e-01
 190 7.168886694000000e+00 5.512782051000000e-03 3.314549503718500e-05 5.757212436343217e-03 -1.530175000000078e-03 1.321063920900000e-02 -1.123867376010619e-01 9.936645415890565e-01 1.329891512991812e-02 4.287622056246903e-01
 191 7.202955085000000e+00 1.001765985000000e-02 2.898881148561608e-05 5.384125879436335e-03 -2.034875000000547e-03 1.319099948000000e-02 -1.500892674967850e-01 9.886724491874337e-01 1.334699066131937e-02 4.024265158603462e-01
 192 7.236772326000000e+00 1.581377973000000e-02 2.055149714598623e-05 4.533375910509323e-03 -2.536502999999968e-03 1.316573038000000e-02 -1.873963718112926e-01 9.822843782896905e-01 1.340782274033644e-02 3.403831234911538e-01
 193 7.270345220000000e+00 2.286038611000000e-02 7.177279021838493e-06 2.679044423267090e-03 -3.027491000000104e-03 1.313500957000000e-02 -2.232357376442255e-01 9.747644871652017e-01 1.347938505400735e-02 2.022264796048455e-01
 194 7.303685351000000e+00 3.112772254000000e-02 1.012298886746072e-05 3.181664480654853e-03 -3.513335000000062e-03 1.309896680000000e-02 -2.578835390256989e-01 9.661760089650232e-01 1.356193872797221e-02 2.416374169417972e-01
 195 7.336780189000000e+00 4.058196669000000e-02 3.341176160836485e-05 5.780290789256614e-03 -3.987862999999869e-03 1.305774955000000e-02 -2.912036319773935e-01 9.566610918832095e-01 1.365312113146872e-02 4.419464577966675e-01
 196 7.369620626000000e+00 5.118758190000000e-02 6.267778698826700e-05 7.916930401883486e-03 -4.441793999999888e-03 1.301151267000000e-02 -3.231466722797467e-01 9.463488934819578e-01 1.374878156783309e-02 6.095496219861052e-01
 197 7.402250457000000e+00 6.292800965000001e-02 9.891898296468421e-05 9.945802278583875e-03 -4.897127000000445e-03 1.296032841000000e-02 -3.536923241261598e-01 9.353618229617005e-01 1.385467263793104e-02 7.716566742716621e-01
 198 7.434654602000000e+00 7.576961610000001e-02 1.407621332949338e-04 1.186432186409884e-02 -5.347609000000197e-03 1.290434338999999e-02 -3.828551600382024e-01 9.238083818802049e-01 1.396850028585921e-02 9.280699867610662e-01
 199 7.466811812000000e+00 8.967386866000000e-02 1.883485719303153e-04 1.372401442473431e-02 -5.779220000000862e-03 1.284372554000000e-02 -4.105981983446608e-01 9.118163847596285e-01 1.408405670856550e-02 1.082422865591921e+00
 200 7.498717300000000e+00 1.046076511000000e-01 2.405524033339870e-04 1.550975187854361e-02 -6.185684000000080e-03 1.277861940000000e-02 -4.369616603451795e-01 8.994801317363179e-01 1.419702101233091e-02 1.233076730568045e+00
 201 7.530409910000000e+00 1.205610196000000e-01 2.961621426153774e-04 1.720936206299866e-02 -6.588151999999958e-03 1.270906810000001e-02 -4.620172653234081e-01 8.868709300360901e-01 1.431514301631394e-02 1.379585083247578e+00
 202 7.561904484000000e+00 1.375165268000000e-01 3.517554821039639e-04 1.875514548341238e-02 -6.989397999999980e-03 1.263514789999998e-02 -4.857829174680389e-01 8.740794912914045e-01 1.443945380060890e-02 1.516558717696018e+00
 203 7.593148108000000e+00 1.554103047000000e-01 4.056733277056263e-04 2.014133381148394e-02 -7.352508000000313e-03 1.255713710000000e-02 -5.077362393210545e-01 8.615125717481510e-01 1.455126623831325e-02 1.641258699839603e+00
 204 7.624146225000000e+00 1.741650761000000e-01 4.580965034195565e-04 2.140318909460823e-02 -7.671418999999347e-03 1.247537280000000e-02 -5.270360386786387e-01 8.498429348614533e-01 1.464522171464644e-02 1.755344918269826e+00
 205 7.654928420000000e+00 1.936869676000000e-01 5.123387202116493e-04 2.263490049042958e-02 -7.950375000000065e-03 1.239026399999998e-02 -5.436876891520873e-01 8.392876126003906e-01 1.472151610369112e-02 1.866032291621708e+00
 206 7.685521602000000e+00 2.138906241000000e-01 5.711260351066203e-04 2.389824334771534e-02 -8.206767999999975e-03 1.230218289999999e-02 -5.580820896995009e-01 8.297857441271440e-01 1.478822622718370e-02 1.979110722726493e+00
 207 7.715875441000000e+00 2.346447917000000e-01 6.355887808982919e-04 2.521088615852866e-02 -8.407968999999405e-03 1.221170180000000e-02 -5.703941063824562e-01 8.213711483879618e-01 1.482619549548340e-02 2.093176550084045e+00
 208 7.746006197000000e+00 2.558608565000000e-01 7.026256925459174e-04 2.650708759079197e-02 -8.567110999999628e-03 1.211920699999997e-02 -5.807410503023914e-01 8.140883444035267e-01 1.484137820231056e-02 2.203049587069613e+00
 209 7.775930272000000e+00 2.774557735000000e-01 7.687778707390645e-04 2.772684386545040e-02 -8.694829000000404e-03 1.202506069999998e-02 -5.893741164725408e-01 8.078602297626812e-01 1.483907545976723e-02 2.304068078931376e+00
 210 7.805638757000000e+00 2.993367944000000e-01 8.322413089770743e-04 2.884859284223538e-02 -8.786870999999863e-03 1.192966680000002e-02 -5.964147395352277e-01 8.026764344772596e-01 1.481628179032032e-02 2.393601732506752e+00
 211 7.835128036000000e+00 3.214133097000000e-01 8.953261584825732e-04 2.992200124461218e-02 -8.837603999999999e-03 1.183342079999999e-02 -6.019479669402559e-01 7.985353123666433e-01 1.476918213531700e-02 2.474771522915213e+00
 212 7.864411321000000e+00 3.436138399000000e-01 9.590818248769993e-04 3.096904623776779e-02 -8.859246000000098e-03 1.173663400000002e-02 -6.061062136861411e-01 7.953837172906232e-01 1.470477162857368e-02 2.550199413894241e+00
 213 7.893502103000000e+00 3.658691510000000e-01 1.024477939632515e-03 3.200746693558418e-02 -8.867103000000043e-03 1.163960860000002e-02 -6.088912175651241e-01 7.932537331598640e-01 1.463226411641506e-02 2.622713575433784e+00
 214 7.922364928000000e+00 3.880733457000000e-01 1.091854288602042e-03 3.304321849641832e-02 -8.835003000000619e-03 1.154280599999996e-02 -6.103973272787432e-01 7.920953874698217e-01 1.453586560875901e-02 2.689745986730861e+00
 215 7.951012057000000e+00 4.101753260000000e-01 1.159740716299537e-03 3.405496610333855e-02 -8.781299999999881e-03 1.144644859999999e-02 -6.113135966220469e-01 7.913884549227498e-01 1.442671535792377e-02 2.751287293981004e+00
 216 7.979474672000000e+00 4.321912682000000e-01 1.226429115304171e-03 3.502040998195440e-02 -8.738422000000412e-03 1.135046650000004e-02 -6.124112522990021e-01 7.905393463057788e-01 1.432449832731308e-02 2.809238903566615e+00
 217 8.007749593000000e+00 4.541355476000000e-01 1.294510327444429e-03 3.597930415453346e-02 -8.709196999999946e-03 1.125479720000000e-02 -6.138784303520917e-01 7.894005781277665e-01 1.423093160037788e-02 2.867306492133201e+00
 218 8.035810943000000e+00 4.760093398000000e-01 1.366286108403779e-03 3.696330759555724e-02 -8.679456999999502e-03 1.115943480000003e-02 -6.157832905474268e-01 7.879155659603277e-01 1.413735697786399e-02 2.926355457541512e+00
 219 8.063649501000000e+00 4.978301146000000e-01 1.442355150363273e-03 3.797835107483305e-02 -8.644185999999721e-03 1.106430370000006e-02 -6.180670329539192e-01 7.861253988871869e-01 1.404061655289316e-02 2.986141002616176e+00
 220 8.091303784000001e+00 5.196437918000000e-01 1.521262946096797e-03 3.900337095812100e-02 -8.626965000001263e-03 1.096920379999999e-02 -6.206192333507593e-01 7.841120884128212e-01 1.395514570428847e-02 3.048067258202354e+00
 221 8.118771598000000e+00 5.414646066000000e-01 1.604633817482751e-03 4.005788084113725e-02 -8.621688999999932e-03 1.087407200000001e-02 -6.234897704857363e-01 7.818315074871592e-01 1.387722700009327e-02 3.112996911220834e+00
 222 8.146042981000001e+00 5.633024610000000e-01 1.691918365849228e-03 4.113293529337808e-02 -8.624368000001326e-03 1.077886669999994e-02 -6.266731986654672e-01 7.792821710230459e-01 1.380443892417290e-02 3.179775720964604e+00
 223 8.173096593000000e+00 5.851554486000000e-01 1.789757628948313e-03 4.230552716783367e-02 -8.616376000000869e-03 1.068359499999993e-02 -6.301029526064161e-01 7.765116026928874e-01 1.372513943433928e-02 3.251635851641775e+00
 224 8.199966742999999e+00 6.070640980000001e-01 1.894155885595128e-03 4.352190121760684e-02 -8.619350000000026e-03 1.058808069999995e-02 -6.338033585542434e-01 7.734942163231482e-01 1.365279216196724e-02 3.327494642178869e+00
 225 8.226651761999999e+00 6.290445030000000e-01 2.011930557738288e-03 4.485454890797909e-02 -8.628167999999548e-03 1.049225399999998e-02 -6.378129065347428e-01 7.701913374335649e-01 1.358420005110243e-02 3.412153727180496e+00
 226 8.253151252000000e+00 6.511111831000000e-01 2.142910532253977e-03 4.629158165643055e-02 -8.643397000000164e-03 1.039605069999994e-02 -6.419930937158577e-01 7.667104196638662e-01 1.351976157528825e-02 3.504766422852398e+00
 227 8.279446174000000e+00 6.732560613000000e-01 2.288751910222059e-03 4.784090206321426e-02 -8.642081999999718e-03 1.029950650000000e-02 -6.464465958794665e-01 7.629592378861729e-01 1.344474812005471e-02 3.601969717226281e+00
 228 8.305545454000001e+00 6.954906602000001e-01 2.461688945418814e-03 4.961541036229383e-02 -8.621465000000939e-03 1.020257119999990e-02 -6.502327421560672e-01 7.597350729222665e-01 1.335721000297971e-02 3.711251351321776e+00
 229 8.331458166000001e+00 7.177299508000000e-01 2.664832637772764e-03 5.162201698667696e-02 -8.564322000001567e-03 1.010561560000001e-02 -6.518993139282468e-01 7.583055350581855e-01 1.324621988071197e-02 3.829260891071678e+00
 230 8.357212860000001e+00 7.398633705000000e-01 2.892581276422829e-03 5.378272284314758e-02 -8.484392999999812e-03 1.000912130000009e-02 -6.513255923002305e-01 7.587983742831517e-01 1.312100726647574e-02 3.951827584520425e+00
 231 8.382755672000000e+00 7.617190802000000e-01 3.154387405060468e-03 5.616393331187255e-02 -8.338672000000713e-03 9.913837799999992e-03 -6.485350856661959e-01 7.611847624985276e-01 1.295418363110469e-02 4.074324271175843e+00
 232 8.408087437000001e+00 7.831669358000000e-01 3.452060364203303e-03 5.875423698937212e-02 -8.125429000001461e-03 9.820332800000053e-03 -6.434396509151515e-01 7.654968423384827e-01 1.274565694840986e-02 4.193623554019818e+00
 233 8.433265767000000e+00 8.041375395000000e-01 3.783840638010953e-03 6.151293065698425e-02 -7.888661000000852e-03 9.728907800000020e-03 -6.361253296868916e-01 7.715857469722621e-01 1.252486367150095e-02 4.314469994874027e+00
 234 8.458307947000000e+00 8.245341237000000e-01 4.150476763801474e-03 6.442419393210500e-02 -7.641032000000436e-03 9.639986099999942e-03 -6.264644538926560e-01 7.794499907043274e-01 1.230072201509138e-02 4.437798963388899e+00
